free_text,address,price,price_meter,rooms,area,more,add_link,scraping_date
"oś. pojezierze ul.Dworcowa * 32,35 m2 * dwa pokoje","Mieszkanie na sprzedaż: Pojezierze, Olsztyn, warmińsko-mazurskie",283 000 zł,8748 zł/m²,2 pokoje,"32,35 m²",Biuro nieruchomości,/pl/oferta/os-pojezierze-ul-dworcowa-32-35-m2-dwa-pokoje-ID4nDBd,2024-01-16
"oś. pojezierze ul.Dworcowa * 32,30 m2 * dwa pokoje","Mieszkanie na sprzedaż: Pojezierze, Olsztyn, warmińsko-mazurskie",278 000 zł,8607 zł/m²,2 pokoje,"32,3 m²",Biuro nieruchomości,/pl/oferta/os-pojezierze-ul-dworcowa-32-30-m2-dwa-pokoje-ID4nDBb,2024-01-16
"oś. pojezierze ul.Dworcowa * 32,30 m2 * dwa pokoje","Mieszkanie na sprzedaż: Pojezierze, Olsztyn, warmińsko-mazurskie",273 000 zł,8452 zł/m²,2 pokoje,"32,3 m²",Biuro nieruchomości,/pl/oferta/os-pojezierze-ul-dworcowa-32-30-m2-dwa-pokoje-ID4nDBa,2024-01-16
Warszawska99 | mieszkanie 2-pok. | 67,"Mieszkanie na sprzedaż: al. Aleja Warszawska, Kortowo, Olsztyn, warmińsko-mazurskie",,,2 pokoje,"43,3 m²",Inwestycja deweloperska,/pl/oferta/warszawska99-mieszkanie-2-pok-67-ID4ntXn,2024-01-16
"3 pokoje, znakomita lokalizacja, ul. Kutrzeby","Mieszkanie na sprzedaż: ul. gen. Tadeusza Kutrzeby, Osiedle Generałów, Olsztyn, warmińsko-mazurskie",520 000 zł,6933 zł/m²,3 pokoje,75 m²,Biuro nieruchomości,/pl/oferta/3-pokoje-znakomita-lokalizacja-ul-kutrzeby-ID4nCQn,2024-01-16
4 pokoje w doskonałej lokalizacji,"Mieszkanie na sprzedaż: Pieczewo, Olsztyn, warmińsko-mazurskie",550 000 zł,7586 zł/m²,4 pokoje,"72,5 m²",Biuro nieruchomości,/pl/oferta/4-pokoje-w-doskonalej-lokalizacji-ID4nCfI,2024-01-16
Przestrzenne dwupokojowe mieszkanie na Redykajnach,"Mieszkanie na sprzedaż: ul. Liliowa, Redykajny, Olsztyn, warmińsko-mazurskie",379 000 zł,7475 zł/m²,2 pokoje,"50,7 m²",Biuro nieruchomości,/pl/oferta/przestrzenne-dwupokojowe-mieszkanie-na-redykajnach-ID4mFht,2024-01-16
Warszawska99 | mieszkanie 2-pok. | 31,"Mieszkanie na sprzedaż: al. Aleja Warszawska, Kortowo, Olsztyn, warmińsko-mazurskie",,,2 pokoje,"33,86 m²",Inwestycja deweloperska,/pl/oferta/warszawska99-mieszkanie-2-pok-31-ID4ntXh,2024-01-16
Znakomite 2 pokoje na Zatorzu !!!,"Mieszkanie na sprzedaż: ul. Stanisława Moniuszki, Podleśna, Olsztyn, warmińsko-mazurskie",368 000 zł,8976 zł/m²,2 pokoje,41 m²,Biuro nieruchomości,/pl/oferta/znakomite-2-pokoje-na-zatorzu-ID4nB8S,2024-01-16
Mieszkanie z prywatnym ogrodem,"Mieszkanie na sprzedaż: al. Aleja Wojska Polskiego, Osiedle Wojska Polskiego, Olsztyn, warmińsko-mazurskie",452 000 zł,5381 zł/m²,4 pokoje,84 m²,Biuro nieruchomości,/pl/oferta/mieszkanie-z-prywatnym-ogrodem-ID4nAWX,2024-01-16
Wyspiańskiego - w promieniach centrum,"Mieszkanie na sprzedaż: Osiedle Wojska Polskiego, Olsztyn, warmińsko-mazurskie",727 950 zł,11 500 zł/m²,3 pokoje,"63,3 m²",Biuro nieruchomości,/pl/oferta/wyspianskiego-w-promieniach-centrum-ID4hoDa,2024-01-16
Apartament Wyspiańskiego - wykończony,"Mieszkanie na sprzedaż: Osiedle Wojska Polskiego, Olsztyn, warmińsko-mazurskie",993 810 zł,15 700 zł/m²,3 pokoje,"63,3 m²",Biuro nieruchomości,/pl/oferta/apartament-wyspianskiego-wykonczony-ID4hoDc,2024-01-16
Wyspiańskiego - w promieniach centrum,"Mieszkanie na sprzedaż: Osiedle Wojska Polskiego, Olsztyn, warmińsko-mazurskie",1 948 660 zł,14 000 zł/m²,5 pokoi,"139,19 m²",Biuro nieruchomości,/pl/oferta/wyspianskiego-w-promieniach-centrum-ID4hoCl,2024-01-16
Przestronne mieszkanie w budynku z windą,"Mieszkanie na sprzedaż: Śródmieście, Olsztyn, warmińsko-mazurskie",499 000 zł,8770 zł/m²,2 pokoje,"56,9 m²",Biuro nieruchomości,/pl/oferta/przestronne-mieszkanie-w-budynku-z-winda-ID4nAAL,2024-01-16
Dwupokojowe mieszkanie blisko Kortowa,"Mieszkanie na sprzedaż: ul. Kazimierza Jagiellończyka, Osiedle Grunwaldzkie, Olsztyn, warmińsko-mazurskie",409 000 zł,8004 zł/m²,2 pokoje,"51,1 m²",Biuro nieruchomości,/pl/oferta/dwupokojowe-mieszkanie-blisko-kortowa-ID4nnTW,2024-01-16
Klimatyczne mieszkanie w wyjątkowej lokalizacji,"Mieszkanie na sprzedaż: ul. Balbiny Świtycz-Widackiej, Pieczewo, Olsztyn, warmińsko-mazurskie",495 000 zł,9000 zł/m²,2 pokoje,55 m²,Biuro nieruchomości,/pl/oferta/klimatyczne-mieszkanie-w-wyjatkowej-lokalizacji-ID4nzHF,2024-01-16
"2 pokoje, świetna inwestycja, po remoncie","Mieszkanie na sprzedaż: ul. ks. Jana Hanowskiego, Jaroty, Olsztyn, warmińsko-mazurskie",380 000 zł,7851 zł/m²,2 pokoje,"48,4 m²",Biuro nieruchomości,/pl/oferta/2-pokoje-swietna-inwestycja-po-remoncie-ID4nzHn,2024-01-16
Warszawska99 | mieszkanie 2-pok. | 15,"Mieszkanie na sprzedaż: al. Aleja Warszawska, Kortowo, Olsztyn, warmińsko-mazurskie",,,2 pokoje,"33,86 m²",Inwestycja deweloperska,/pl/oferta/warszawska99-mieszkanie-2-pok-15-ID4ntXe,2024-01-16
Ostatni Apartament | Widok na jezioro |  Zatoka,"Mieszkanie na sprzedaż: ul. Żeglarska, Likusy, Olsztyn, warmińsko-mazurskie",475 020 zł,14 500 zł/m²,2 pokoje,"32,76 m²",Biuro nieruchomości,/pl/oferta/ostatni-apartament-widok-na-jezioro-zatoka-ID4mmb9,2024-01-16
Mieszkanie dla pary lub singla. Świeżo po remoncie,"Mieszkanie na sprzedaż: ul. Gietkowska, Osiedle Wojska Polskiego, Olsztyn, warmińsko-mazurskie",350 000 zł,8739 zł/m²,2 pokoje,"40,05 m²",Biuro nieruchomości,/pl/oferta/mieszkanie-dla-pary-lub-singla-swiezo-po-remoncie-ID4nyHF,2024-01-16
Apartamenty Wyzwolenia | apartament nr 99,"Mieszkanie na sprzedaż: ul. Wyzwolenia, Śródmieście, Olsztyn, warmińsko-mazurskie",542 880 zł,13 000 zł/m²,2 pokoje,"41,76 m²",Inwestycja deweloperska,/pl/oferta/apartamenty-wyzwolenia-apartament-nr-99-ID4nyyC,2024-01-16
Apartamenty Wyzwolenia | apartament nr 90,"Mieszkanie na sprzedaż: ul. Wyzwolenia, Śródmieście, Olsztyn, warmińsko-mazurskie",775 450 zł,13 000 zł/m²,3 pokoje,"59,65 m²",Inwestycja deweloperska,/pl/oferta/apartamenty-wyzwolenia-apartament-nr-90-ID4nyyA,2024-01-16
Apartamenty Wyzwolenia | apartament nr 98,"Mieszkanie na sprzedaż: ul. Wyzwolenia, Śródmieście, Olsztyn, warmińsko-mazurskie",549 250 zł,13 000 zł/m²,2 pokoje,"42,25 m²",Inwestycja deweloperska,/pl/oferta/apartamenty-wyzwolenia-apartament-nr-98-ID4nyyB,2024-01-16
Apartamenty Wyzwolenia | apartament nr 81,"Mieszkanie na sprzedaż: ul. Wyzwolenia, Śródmieście, Olsztyn, warmińsko-mazurskie",534 528 zł,12 800 zł/m²,2 pokoje,"41,76 m²",Inwestycja deweloperska,/pl/oferta/apartamenty-wyzwolenia-apartament-nr-81-ID4nyyx,2024-01-16
Apartamenty Wyzwolenia | apartament nr 92,"Mieszkanie na sprzedaż: ul. Wyzwolenia, Śródmieście, Olsztyn, warmińsko-mazurskie",775 580 zł,13 000 zł/m²,3 pokoje,"59,66 m²",Inwestycja deweloperska,/pl/oferta/apartamenty-wyzwolenia-apartament-nr-92-ID4nyyz,2024-01-16
Apartamenty Wyzwolenia | apartament nr 79,"Mieszkanie na sprzedaż: ul. Wyzwolenia, Śródmieście, Olsztyn, warmińsko-mazurskie",540 800 zł,12 800 zł/m²,2 pokoje,"42,25 m²",Inwestycja deweloperska,/pl/oferta/apartamenty-wyzwolenia-apartament-nr-79-ID4nyys,2024-01-16
Apartamenty Wyzwolenia | apartament nr 71,"Mieszkanie na sprzedaż: ul. Wyzwolenia, Śródmieście, Olsztyn, warmińsko-mazurskie",540 800 zł,12 800 zł/m²,2 pokoje,"42,25 m²",Inwestycja deweloperska,/pl/oferta/apartamenty-wyzwolenia-apartament-nr-71-ID4nyyu,2024-01-16
Apartamenty Wyzwolenia | apartament nr 80,"Mieszkanie na sprzedaż: ul. Wyzwolenia, Śródmieście, Olsztyn, warmińsko-mazurskie",540 800 zł,12 800 zł/m²,2 pokoje,"42,25 m²",Inwestycja deweloperska,/pl/oferta/apartamenty-wyzwolenia-apartament-nr-80-ID4nyyr,2024-01-16
Apartamenty Wyzwolenia | apartament nr 76,"Mieszkanie na sprzedaż: ul. Wyzwolenia, Śródmieście, Olsztyn, warmińsko-mazurskie",763 648 zł,12 800 zł/m²,3 pokoje,"59,66 m²",Inwestycja deweloperska,/pl/oferta/apartamenty-wyzwolenia-apartament-nr-76-ID4nyyn,2024-01-16
Apartamenty Wyzwolenia | apartament nr 74,"Mieszkanie na sprzedaż: ul. Wyzwolenia, Śródmieście, Olsztyn, warmińsko-mazurskie",763 520 zł,12 800 zł/m²,3 pokoje,"59,65 m²",Inwestycja deweloperska,/pl/oferta/apartamenty-wyzwolenia-apartament-nr-74-ID4nyyo,2024-01-16
Apartamenty Wyzwolenia | apartament nr 77,"Mieszkanie na sprzedaż: ul. Wyzwolenia, Śródmieście, Olsztyn, warmińsko-mazurskie",720 384 zł,12 800 zł/m²,3 pokoje,"56,28 m²",Inwestycja deweloperska,/pl/oferta/apartamenty-wyzwolenia-apartament-nr-77-ID4nyyp,2024-01-16
Apartamenty Wyzwolenia | apartament nr 68,"Mieszkanie na sprzedaż: ul. Wyzwolenia, Śródmieście, Olsztyn, warmińsko-mazurskie",551 296 zł,12 800 zł/m²,1 pokój,"43,07 m²",Inwestycja deweloperska,/pl/oferta/apartamenty-wyzwolenia-apartament-nr-68-ID4nyym,2024-01-16
Apartamenty Wyzwolenia | apartament nr 16,"Mieszkanie na sprzedaż: ul. Wyzwolenia, Śródmieście, Olsztyn, warmińsko-mazurskie",436 905 zł,10 500 zł/m²,2 pokoje,"41,61 m²",Inwestycja deweloperska,/pl/oferta/apartamenty-wyzwolenia-apartament-nr-16-ID4nyyi,2024-01-16
Apartamenty Wyzwolenia | apartament nr 70,"Mieszkanie na sprzedaż: ul. Wyzwolenia, Śródmieście, Olsztyn, warmińsko-mazurskie",540 800 zł,12 800 zł/m²,2 pokoje,"42,25 m²",Inwestycja deweloperska,/pl/oferta/apartamenty-wyzwolenia-apartament-nr-70-ID4nyyk,2024-01-16
Apartamenty Wyzwolenia | apartament nr 69,"Mieszkanie na sprzedaż: ul. Wyzwolenia, Śródmieście, Olsztyn, warmińsko-mazurskie",534 528 zł,12 800 zł/m²,2 pokoje,"41,76 m²",Inwestycja deweloperska,/pl/oferta/apartamenty-wyzwolenia-apartament-nr-69-ID4nyyl,2024-01-16
Apartamenty Wyzwolenia | apartament nr 20,"Mieszkanie na sprzedaż: ul. Wyzwolenia, Śródmieście, Olsztyn, warmińsko-mazurskie",452 235 zł,10 500 zł/m²,1 pokój,"43,07 m²",Inwestycja deweloperska,/pl/oferta/apartamenty-wyzwolenia-apartament-nr-20-ID4nyyh,2024-01-16
Apartamenty Wyzwolenia | apartament nr 21,"Mieszkanie na sprzedaż: ul. Wyzwolenia, Śródmieście, Olsztyn, warmińsko-mazurskie",422 118 zł,10 490 zł/m²,2 pokoje,"40,24 m²",Inwestycja deweloperska,/pl/oferta/apartamenty-wyzwolenia-apartament-nr-21-ID4nyyj,2024-01-16
Apartamenty Wyzwolenia | apartament nr 38,"Mieszkanie na sprzedaż: ul. Wyzwolenia, Śródmieście, Olsztyn, warmińsko-mazurskie",458 413 zł,10 850 zł/m²,2 pokoje,"42,25 m²",Inwestycja deweloperska,/pl/oferta/apartamenty-wyzwolenia-apartament-nr-38-ID4nyyg,2024-01-16
Apartamenty Wyzwolenia | apartament nr 4,"Mieszkanie na sprzedaż: ul. Wyzwolenia, Śródmieście, Olsztyn, warmińsko-mazurskie",450 840 zł,10 400 zł/m²,1 pokój,"43,35 m²",Inwestycja deweloperska,/pl/oferta/apartamenty-wyzwolenia-apartament-nr-4-ID4nyyf,2024-01-16
Apartamenty Wyzwolenia | apartament nr 6,"Mieszkanie na sprzedaż: ul. Wyzwolenia, Śródmieście, Olsztyn, warmińsko-mazurskie",590 304 zł,10 400 zł/m²,3 pokoje,"56,76 m²",Inwestycja deweloperska,/pl/oferta/apartamenty-wyzwolenia-apartament-nr-6-ID4nyye,2024-01-16
Apartament w centrum miasta,"Mieszkanie na sprzedaż: ul. Kołobrzeska, Pojezierze, Olsztyn, warmińsko-mazurskie",836 000 zł,12 802 zł/m²,3 pokoje,"65,3 m²",Biuro nieruchomości,/pl/oferta/apartament-w-centrum-miasta-ID4mZHh,2024-01-16
Rezerwacja mieszkanie na Nagórkach 60m2 winda,"Mieszkanie na sprzedaż: ul. Mieczysława Orłowicza, Nagórki, Olsztyn, warmińsko-mazurskie",395 000 zł,6540 zł/m²,3 pokoje,"60,4 m²",Biuro nieruchomości,/pl/oferta/rezerwacja-mieszkanie-na-nagorkach-60m2-winda-ID4nhYw,2024-01-16
"Mieszkanie 72,2 m2, 3 pokoje","Mieszkanie na sprzedaż: ul. Rumiankowa, Redykajny, Olsztyn, warmińsko-mazurskie",599 000 zł,8296 zł/m²,4 pokoje,"72,2 m²",Biuro nieruchomości,/pl/oferta/mieszkanie-72-2-m2-3-pokoje-ID4nvUb,2024-01-16
A.10 | Dragonów Mikroapartamenty,"Mieszkanie na sprzedaż: al. Aleja Wojska Polskiego, Osiedle Wojska Polskiego, Olsztyn, warmińsko-mazurskie",445 610 zł,11 000 zł/m²,2 pokoje,"40,51 m²",Biuro nieruchomości,/pl/oferta/a-10-dragonow-mikroapartamenty-ID4ntfV,2024-01-16
Wyspiańskiego - w promieniach centrum,"Mieszkanie na sprzedaż: Osiedle Wojska Polskiego, Olsztyn, warmińsko-mazurskie",548 796 zł,12 450 zł/m²,2 pokoje,"44,08 m²",Biuro nieruchomości,/pl/oferta/wyspianskiego-w-promieniach-centrum-ID4iu9w,2024-01-16
Kawalerka w doskonałej lokalizacji,"Mieszkanie na sprzedaż: ul. Władysława Orkana, Podgrodzie, Olsztyn, warmińsko-mazurskie",280 000 zł,10 980 zł/m²,1 pokój,"25,5 m²",Biuro nieruchomości,/pl/oferta/kawalerka-w-doskonalej-lokalizacji-ID4nwio,2024-01-16
Villa Symfonia | Olsztyn | mieszkanie M27,"Mieszkanie na sprzedaż: ul. Wojciecha Kętrzyńskiego, Osiedle Kętrzyńskiego, Olsztyn, warmińsko-mazurskie",589 560 zł,8670 zł/m²,3 pokoje,68 m²,Inwestycja deweloperska,/pl/oferta/villa-symfonia-olsztyn-mieszkanie-m27-ID4eY1I,2024-01-16
Urokliwe Mieszkanie W Sercu Jarot,"Mieszkanie na sprzedaż: ul. Immanuela Kanta, Jaroty, Olsztyn, warmińsko-mazurskie",465 000 zł,9605 zł/m²,2 pokoje,"48,41 m²",Biuro nieruchomości,/pl/oferta/urokliwe-mieszkanie-w-sercu-jarot-ID4nbgG,2024-01-16
Warszawska99 | mieszkanie 2-pok. | 6,"Mieszkanie na sprzedaż: al. Aleja Warszawska, Kortowo, Olsztyn, warmińsko-mazurskie",,,2 pokoje,"33,86 m²",Inwestycja deweloperska,/pl/oferta/warszawska99-mieszkanie-2-pok-6-ID4nu5O,2024-01-16
Warszawska99 | mieszkanie 3-pok. | 66,"Mieszkanie na sprzedaż: al. Aleja Warszawska, Kortowo, Olsztyn, warmińsko-mazurskie",,,3 pokoje,"68,94 m²",Inwestycja deweloperska,/pl/oferta/warszawska99-mieszkanie-3-pok-66-ID4nu4l,2024-01-16
Warszawska99 | mieszkanie 3-pok. | 54,"Mieszkanie na sprzedaż: al. Aleja Warszawska, Kortowo, Olsztyn, warmińsko-mazurskie",671 220 zł,10 800 zł/m²,3 pokoje,"62,15 m²",Inwestycja deweloperska,/pl/oferta/warszawska99-mieszkanie-3-pok-54-ID4nu4d,2024-01-16
Warszawska99 | mieszkanie 3-pok. | 38,"Mieszkanie na sprzedaż: al. Aleja Warszawska, Kortowo, Olsztyn, warmińsko-mazurskie",,,3 pokoje,"60,74 m²",Inwestycja deweloperska,/pl/oferta/warszawska99-mieszkanie-3-pok-38-ID4nu40,2024-01-16
Warszawska99 | mieszkanie 3-pok. | 55,"Mieszkanie na sprzedaż: al. Aleja Warszawska, Kortowo, Olsztyn, warmińsko-mazurskie",,,3 pokoje,"60,59 m²",Inwestycja deweloperska,/pl/oferta/warszawska99-mieszkanie-3-pok-55-ID4nu2F,2024-01-16
Warszawska99 | mieszkanie 3-pok. | 50,"Mieszkanie na sprzedaż: al. Aleja Warszawska, Kortowo, Olsztyn, warmińsko-mazurskie",,,3 pokoje,"60,59 m²",Inwestycja deweloperska,/pl/oferta/warszawska99-mieszkanie-3-pok-50-ID4nu2x,2024-01-16
Warszawska99 | mieszkanie 3-pok. | 40,"Mieszkanie na sprzedaż: al. Aleja Warszawska, Kortowo, Olsztyn, warmińsko-mazurskie",,,3 pokoje,"60,59 m²",Inwestycja deweloperska,/pl/oferta/warszawska99-mieszkanie-3-pok-40-ID4nu2j,2024-01-16
Warszawska99 | mieszkanie 2-pok. | 61,"Mieszkanie na sprzedaż: al. Aleja Warszawska, Kortowo, Olsztyn, warmińsko-mazurskie",,,2 pokoje,"49,44 m²",Inwestycja deweloperska,/pl/oferta/warszawska99-mieszkanie-2-pok-61-ID4nu2d,2024-01-16
Warszawska99 | mieszkanie 2-pok. | 56,"Mieszkanie na sprzedaż: al. Aleja Warszawska, Kortowo, Olsztyn, warmińsko-mazurskie",,,2 pokoje,"49,44 m²",Inwestycja deweloperska,/pl/oferta/warszawska99-mieszkanie-2-pok-56-ID4nu29,2024-01-16
Warszawska99 | mieszkanie 2-pok. | 51,"Mieszkanie na sprzedaż: al. Aleja Warszawska, Kortowo, Olsztyn, warmińsko-mazurskie",,,2 pokoje,"49,44 m²",Inwestycja deweloperska,/pl/oferta/warszawska99-mieszkanie-2-pok-51-ID4nu22,2024-01-16
Warszawska99 | mieszkanie 2-pok. | 46,"Mieszkanie na sprzedaż: al. Aleja Warszawska, Kortowo, Olsztyn, warmińsko-mazurskie",,,2 pokoje,"49,44 m²",Inwestycja deweloperska,/pl/oferta/warszawska99-mieszkanie-2-pok-46-ID4nu1Z,2024-01-16
Warszawska99 | mieszkanie 2-pok. | 62,"Mieszkanie na sprzedaż: al. Aleja Warszawska, Kortowo, Olsztyn, warmińsko-mazurskie",,,2 pokoje,"48,08 m²",Inwestycja deweloperska,/pl/oferta/warszawska99-mieszkanie-2-pok-62-ID4nu1y,2024-01-16
rezerwacja mieszkanie 32,"Mieszkanie na sprzedaż: ul. Wojciecha Kętrzyńskiego, Osiedle Kętrzyńskiego, Olsztyn, warmińsko-mazurskie","453 710,70 zł",8530 zł/m²,3 pokoje,"53,19 m²",Inwestycja deweloperska,/pl/oferta/rezerwacja-mieszkanie-32-ID4eY1S,2024-01-16
A.34 | Dragonów Mikroapartamenty,"Mieszkanie na sprzedaż: al. Aleja Wojska Polskiego, Osiedle Wojska Polskiego, Olsztyn, warmińsko-mazurskie",468 000 zł,25 000 zł/m²,1 pokój,"18,72 m²",Biuro nieruchomości,/pl/oferta/a-34-dragonow-mikroapartamenty-ID4ntfY,2024-01-16
A.29 | Dragonów Mikroapartamenty,"Mieszkanie na sprzedaż: al. Aleja Wojska Polskiego, Osiedle Wojska Polskiego, Olsztyn, warmińsko-mazurskie",439 950 zł,21 000 zł/m²,1 pokój,"20,95 m²",Biuro nieruchomości,/pl/oferta/a-29-dragonow-mikroapartamenty-ID4ntfX,2024-01-16
A.6 | Dragonów Mikroapartamenty,"Mieszkanie na sprzedaż: al. Aleja Wojska Polskiego, Osiedle Wojska Polskiego, Olsztyn, warmińsko-mazurskie",302 400 zł,14 000 zł/m²,1 pokój,"21,6 m²",Biuro nieruchomości,/pl/oferta/a-6-dragonow-mikroapartamenty-ID4ntfW,2024-01-16
A.4 | Dragonów Mikroapartamenty,"Mieszkanie na sprzedaż: al. Aleja Wojska Polskiego, Osiedle Wojska Polskiego, Olsztyn, warmińsko-mazurskie",315 120 zł,13 000 zł/m²,1 pokój,"24,24 m²",Biuro nieruchomości,/pl/oferta/a-4-dragonow-mikroapartamenty-ID4ntfR,2024-01-16
A.3 | Dragonów Mikroapartamenty,"Mieszkanie na sprzedaż: al. Aleja Wojska Polskiego, Osiedle Wojska Polskiego, Olsztyn, warmińsko-mazurskie",315 120 zł,13 000 zł/m²,1 pokój,"24,24 m²",Biuro nieruchomości,/pl/oferta/a-3-dragonow-mikroapartamenty-ID4ntfQ,2024-01-16
A.1 | Dragonów Mikroapartamenty,"Mieszkanie na sprzedaż: al. Aleja Wojska Polskiego, Osiedle Wojska Polskiego, Olsztyn, warmińsko-mazurskie",299 600 zł,14 000 zł/m²,1 pokój,"21,4 m²",Biuro nieruchomości,/pl/oferta/a-1-dragonow-mikroapartamenty-ID4nsPf,2024-01-16
"Mieszkanie parter+piętro, ogród, stand. dewelop.","Mieszkanie na sprzedaż: Osiedle Kościuszki, Olsztyn, warmińsko-mazurskie",635 000 zł,9078 zł/m²,3 pokoje,"69,95 m²",Biuro nieruchomości,/pl/oferta/mieszkanie-parter-pietro-ogrod-stand-dewelop-ID4nsBr,2024-01-16
"Mieszkanie parter+piętro, ogród, stand. dewelop.","Mieszkanie na sprzedaż: Osiedle Kościuszki, Olsztyn, warmińsko-mazurskie",599 000 zł,8943 zł/m²,3 pokoje,"66,98 m²",Biuro nieruchomości,/pl/oferta/mieszkanie-parter-pietro-ogrod-stand-dewelop-ID4nsBp,2024-01-16
"Mieszkanie parter+piętro, ogród, stand. dewelop.","Mieszkanie na sprzedaż: Osiedle Kościuszki, Olsztyn, warmińsko-mazurskie",645 000 zł,8987 zł/m²,3 pokoje,"71,77 m²",Biuro nieruchomości,/pl/oferta/mieszkanie-parter-pietro-ogrod-stand-dewelop-ID4nsBn,2024-01-16
"Mieszkanie parter+piętro, ogród, stand. dewelop.","Mieszkanie na sprzedaż: Osiedle Kościuszki, Olsztyn, warmińsko-mazurskie",535 000 zł,8852 zł/m²,3 pokoje,"60,44 m²",Biuro nieruchomości,/pl/oferta/mieszkanie-parter-pietro-ogrod-stand-dewelop-ID4nsBj,2024-01-16
"Mieszkanie parter+piętro, ogród, stand. dewelop.","Mieszkanie na sprzedaż: Osiedle Kościuszki, Olsztyn, warmińsko-mazurskie",605 000 zł,8430 zł/m²,3 pokoje,"71,77 m²",Biuro nieruchomości,/pl/oferta/mieszkanie-parter-pietro-ogrod-stand-dewelop-ID4nsBi,2024-01-16
"Mieszkanie parter+piętro, ogród, stand. dewelop.","Mieszkanie na sprzedaż: Osiedle Kościuszki, Olsztyn, warmińsko-mazurskie",799 000 zł,8246 zł/m²,5 pokoi,"96,89 m²",Biuro nieruchomości,/pl/oferta/mieszkanie-parter-pietro-ogrod-stand-dewelop-ID4nsBh,2024-01-16
Villa Symfonia | Olsztyn | mieszkanie M30,"Mieszkanie na sprzedaż: ul. Wojciecha Kętrzyńskiego, Osiedle Kętrzyńskiego, Olsztyn, warmińsko-mazurskie",522 750 zł,8500 zł/m²,3 pokoje,"61,5 m²",Inwestycja deweloperska,/pl/oferta/villa-symfonia-olsztyn-mieszkanie-m30-ID4eY1P,2024-01-16
Kościuszki pierwsze piętro balkon Park centralny,"Mieszkanie na sprzedaż: ul. Tadeusza Kościuszki, Podgrodzie, Olsztyn, warmińsko-mazurskie",1 049 000 zł,11 853 zł/m²,3 pokoje,"88,5 m²",Biuro nieruchomości,/pl/oferta/kosciuszki-pierwsze-pietro-balkon-park-centralny-ID4liCO,2024-01-16
Mieszkanie w Centrum - doskonałe na biuro (!!!),"Mieszkanie na sprzedaż: ul. Andrzeja Samulowskiego, Osiedle Kętrzyńskiego, Olsztyn, warmińsko-mazurskie",857 000 zł,10 426 zł/m²,3 pokoje,"82,2 m²",Biuro nieruchomości,/pl/oferta/mieszkanie-w-centrum-doskonale-na-biuro-ID4nrfC,2024-01-16
"Mieszkanie, 58,78 m², Olsztyn","Mieszkanie na sprzedaż: Śródmieście, Olsztyn, warmińsko-mazurskie",734 750 zł,12 500 zł/m²,3 pokoje,"58,78 m²",Biuro nieruchomości,/pl/oferta/mieszkanie-58-78-m-olsztyn-ID4nqmJ,2024-01-16
"Mieszkanie, 42,54 m², Olsztyn","Mieszkanie na sprzedaż: Śródmieście, Olsztyn, warmińsko-mazurskie",531 750 zł,12 500 zł/m²,2 pokoje,"42,54 m²",Biuro nieruchomości,/pl/oferta/mieszkanie-42-54-m-olsztyn-ID4nqmI,2024-01-16
Kołobrzeska Pojezierze 3 pokoje 4 piętro 48 m2,"Mieszkanie na sprzedaż: ul. Kołobrzeska, Pojezierze, Olsztyn, warmińsko-mazurskie",395 000 zł,8229 zł/m²,3 pokoje,48 m²,Biuro nieruchomości,/pl/oferta/kolobrzeska-pojezierze-3-pokoje-4-pietro-48-m2-ID4npjM,2024-01-16
Mieszkanie inwestycyjne w świetnej lokalizacji,"Mieszkanie na sprzedaż: Osiedle Kościuszki, Olsztyn, warmińsko-mazurskie",360 000 zł,8088 zł/m²,2 pokoje,"44,51 m²",Biuro nieruchomości,/pl/oferta/mieszkanie-inwestycyjne-w-swietnej-lokalizacji-ID4noK2,2024-01-16
"Mieszkanie, 60,40 m², Olsztyn","Mieszkanie na sprzedaż: Jaroty, Olsztyn, warmińsko-mazurskie",446 960 zł,7400 zł/m²,3 pokoje,"60,4 m²",Biuro nieruchomości,/pl/oferta/mieszkanie-60-40-m-olsztyn-ID4noyr,2024-01-16
"Centrum 2 pokoje, świetna lokalizacja, biuro","Mieszkanie na sprzedaż: ul. Tadeusza Kościuszki, Osiedle Kościuszki, Olsztyn, warmińsko-mazurskie",,,2 pokoje,"44,51 m²",Biuro nieruchomości,/pl/oferta/centrum-2-pokoje-swietna-lokalizacja-biuro-ID4noy9,2024-01-16
Kawalerka Olsztyn Jaroty- Rezerwacja,"Mieszkanie na sprzedaż: ul. Stanisława Flisa, Jaroty, Olsztyn, warmińsko-mazurskie",363 000 zł,11 412 zł/m²,1 pokój,"31,81 m²",Biuro nieruchomości,/pl/oferta/kawalerka-olsztyn-jaroty-rezerwacja-ID4mMUF,2024-01-16
"Pieczewo,2 poziomowe, 4 pokoje, balkon,","Mieszkanie na sprzedaż: ul. Władysława Gębika, Pieczewo, Olsztyn, warmińsko-mazurskie",570 000 zł,5605 zł/m²,4 pokoje,"101,7 m²",Biuro nieruchomości,/pl/oferta/pieczewo-2-poziomowe-4-pokoje-balkon-ID4nmVG,2024-01-16
Mieszkanie 3 pok - Kortowo,"Mieszkanie na sprzedaż: ul. Jarosława Iwaszkiewicza, Podgrodzie, Olsztyn, warmińsko-mazurskie",459 000 zł,7476 zł/m²,3 pokoje,"61,4 m²",Biuro nieruchomości,/pl/oferta/mieszkanie-3-pok-kortowo-ID4nmIj,2024-01-16
